id,date,name,type,sport_type,day_of_week,distance_miles,distance_km,moving_time_seconds,moving_time_display,elevation_feet,elevation_meters,average_speed_mph,average_pace_min_mile,max_speed_mph,has_heartrate,average_heartrate,max_heartrate,kudos_count
16214657317,2025-10-21,Evening Run,Run,Run,Tuesday,4.49,7.23,2242,37m 22s,118,36.0,7.2,8:19,12.8,False,,,5
16225873509,2025-10-22,Pull,WeightTraining,WeightTraining,Wednesday,0.0,0.0,2286,38m 6s,0,0,0.0,,0.0,False,,,3
16250515695,2025-10-25,Morning Run,Run,Run,Saturday,26.42,42.52,15095,4h 11m,853,260.0,6.3,9:31,13.0,False,,,12
16268479360,2025-10-27,Push,WeightTraining,WeightTraining,Monday,0.0,0.0,3082,51m 22s,0,0,0.0,,0.0,False,,,2
16278481081,2025-10-28,Pull,WeightTraining,WeightTraining,Tuesday,0.0,0.0,3020,50m 20s,0,0,0.0,,0.0,False,,,2
16314039825,2025-10-31,Pull,WeightTraining,WeightTraining,Friday,0.0,0.0,3101,51m 41s,0,0,0.0,,0.0,False,,,1
16323895984,2025-11-01,Push,WeightTraining,WeightTraining,Saturday,0.0,0.0,2712,45m 12s,0,0,0.0,,0.0,False,,,1
16332099091,2025-11-02,Afternoon Run 🏃‍♂️,Run,Run,Sunday,4.44,7.14,2012,33m 32s,223,68.0,7.9,7:33,12.5,False,,,6
16345755938,2025-11-03,Quick quick,Workout,WeightTraining,Monday,0.0,0.0,1355,22m 35s,0,0,0.0,,0.0,False,,,1
16386108786,2025-11-07,Quicky Pull,WeightTraining,WeightTraining,Friday,0.0,0.0,1637,27m 17s,0,0,0.0,,0.0,False,,,1
16392607535,2025-11-08,Push,WeightTraining,WeightTraining,Saturday,0.0,0.0,2609,43m 29s,0,0,0.0,,0.0,False,,,2
16467930031,2025-11-15,Afternoon Run,Run,Run,Saturday,5.2,8.37,2784,46m 24s,210,64.0,6.7,8:55,11.4,False,,,3
16488862002,2025-11-17,Quick pull  to get back in the swing of things,WeightTraining,WeightTraining,Monday,0.0,0.0,2072,34m 32s,0,0,0.0,,0.0,False,,,2
16497463287,2025-11-18,Quick push t not be a lil bitch,WeightTraining,WeightTraining,Tuesday,0.0,0.0,1989,33m 9s,0,0,0.0,,0.0,False,,,2
16509210125,2025-11-19,Pull,WeightTraining,WeightTraining,Wednesday,0.0,0.0,2400,40m 0s,0,0,0.0,,0.0,False,,,2
16525993077,2025-11-21,Push,WeightTraining,WeightTraining,Friday,0.0,0.0,2934,48m 54s,0,0,0.0,,0.0,False,,,1
16576422272,2025-11-26,Pull… kinda trash and quick but I still went,WeightTraining,WeightTraining,Wednesday,0.0,0.0,1177,19m 37s,0,0,0.0,,0.0,False,,,1
16593232433,2025-11-28,Push - accidentally shut off before I finished,WeightTraining,WeightTraining,Friday,0.0,0.0,1430,23m 50s,0,0,0.0,,0.0,False,,,1
16591145973,2025-11-28,Afternoon Run,Run,Run,Friday,2.01,3.23,1071,17m 51s,138,42.0,6.8,8:53,11.6,False,,,3
16599491660,2025-11-29,Pull,WeightTraining,WeightTraining,Saturday,0.0,0.0,2110,35m 10s,0,0,0.0,,0.0,False,,,1
16664140576,2025-12-06,Push,WeightTraining,WeightTraining,Saturday,0.0,0.0,2079,34m 39s,0,0,0.0,,0.0,False,,,1
16663695347,2025-12-06,Morning Run,Run,Run,Saturday,2.84,4.57,1447,24m 7s,144,44.0,7.1,8:29,9.6,False,,,1
16673610831,2025-12-07,Pull,WeightTraining,WeightTraining,Sunday,0.0,0.0,1848,30m 48s,0,0,0.0,,0.0,False,,,1
16673142215,2025-12-07,Morning Run,Run,Run,Sunday,2.76,4.44,1450,24m 10s,121,37.0,6.8,8:46,10.3,False,,,3
16683017897,2025-12-08,Morning Run,Run,Run,Monday,2.53,4.07,1256,20m 56s,62,19.0,7.2,8:17,10.1,False,,,2
16696935097,2025-12-09,Push,WeightTraining,WeightTraining,Tuesday,0.0,0.0,2231,37m 11s,0,0,0.0,,0.0,False,,,1
16706952813,2025-12-10,Evening Run,Run,Run,Wednesday,3.45,5.55,1793,29m 53s,148,45.0,6.9,8:39,10.3,False,,,3
16724124803,2025-12-12,Pull,WeightTraining,WeightTraining,Friday,0.0,0.0,2018,33m 38s,0,0,0.0,,0.0,False,,,1
16739054113,2025-12-14,Morning Run in Monstan,Run,Run,Sunday,5.38,8.65,3238,53m 58s,735,224.0,6.0,10:02,10.1,False,,,6
16779098264,2025-12-18,Evening Run,Run,Run,Thursday,4.53,7.29,2447,40m 47s,194,59.0,6.7,9:00,11.2,False,,,1
16784615080,2025-12-19,Lunch Run,Run,Run,Friday,2.72,4.38,1541,25m 41s,171,52.0,6.4,9:26,11.6,False,,,1
16783549762,2025-12-19,Pull,WeightTraining,WeightTraining,Friday,0.0,0.0,1936,32m 16s,0,0,0.0,,0.0,False,,,1
16823118338,2025-12-23,Quick Push,WeightTraining,WeightTraining,Tuesday,0.0,0.0,1228,20m 28s,0,0,0.0,,0.0,False,,,1
16822923271,2025-12-23,Evening Run,Run,Run,Tuesday,2.76,4.45,1437,23m 57s,148,45.0,6.9,8:39,10.1,False,,,4
16836693989,2025-12-25,Lunch Run,Run,Run,Thursday,4.58,7.37,2410,40m 10s,226,69.0,6.8,8:46,13.2,False,,,2
16887811285,2025-12-30,Pull,WeightTraining,WeightTraining,Tuesday,0.0,0.0,1584,26m 24s,0,0,0.0,,0.0,False,,,1
16887604150,2025-12-30,Evening Run,Run,Run,Tuesday,2.82,4.53,1465,24m 25s,141,43.0,6.9,8:39,10.1,False,,,1
16897386155,2025-12-31,Evening Run,Run,Run,Wednesday,2.9,4.67,1476,24m 36s,144,44.0,7.1,8:28,10.1,False,,,1
16932790587,2026-01-04,Lunch Row,Rowing,Rowing,Sunday,0.0,0.0,577,9m 37s,0,0,0.0,,0.0,False,,,2
16960498343,2026-01-06,Pull,WeightTraining,WeightTraining,Tuesday,0.0,0.0,1659,27m 39s,0,0,0.0,,0.0,False,,,1
16961124910,2026-01-06,Evening Run,Run,Run,Tuesday,2.9,4.66,1504,25m 4s,141,43.0,6.9,8:39,11.2,False,,,2
17027327636,2026-01-12,Evening Run,Run,Run,Monday,2.74,4.41,1342,22m 22s,164,50.0,7.4,8:09,10.7,False,,,3
17050863777,2026-01-14,Push,WeightTraining,WeightTraining,Wednesday,0.0,0.0,2295,38m 15s,0,0,0.0,,0.0,False,,,2
17050369279,2026-01-14,Evening Run,Run,Run,Wednesday,2.93,4.71,1470,24m 30s,164,50.0,7.2,8:22,11.9,False,,,1
17062456443,2026-01-15,Pull,WeightTraining,WeightTraining,Thursday,0.0,0.0,1867,31m 7s,0,0,0.0,,0.0,False,,,2
17062061190,2026-01-15,Evening Run,Run,Run,Thursday,2.83,4.56,1437,23m 57s,135,41.0,7.1,8:27,10.5,False,,,1
17067890817,2026-01-16,Morning Run,Run,Run,Friday,1.17,1.88,594,9m 54s,82,25.0,7.1,8:27,16.0,False,,,1
17108546777,2026-01-19,Night Run,Run,Run,Monday,2.88,4.64,1490,24m 50s,197,60.0,7.0,8:36,11.0,False,,,2
17119643550,2026-01-20,Evening Run,Run,Run,Tuesday,4.51,7.26,2433,40m 33s,174,53.0,6.7,8:59,15.9,False,,,3
17132063919,2026-01-21,Pull,WeightTraining,WeightTraining,Wednesday,0.0,0.0,1755,29m 15s,0,0,0.0,,0.0,False,,,1
17229664295,2026-01-30,Quick Push post ski trip,WeightTraining,WeightTraining,Friday,0.0,0.0,1844,30m 44s,0,0,0.0,,0.0,False,,,3
17253536914,2026-02-01,Pull,WeightTraining,WeightTraining,Sunday,0.0,0.0,2321,38m 41s,0,0,0.0,,0.0,False,,,2
17306437560,2026-02-06,Pull,WeightTraining,WeightTraining,Friday,0.0,0.0,2068,34m 28s,0,0,0.0,,0.0,False,,,2
17306101313,2026-02-06,Afternoon Run,Run,Run,Friday,2.86,4.6,1484,24m 44s,203,62.0,6.9,8:39,9.4,False,,,5
17316238854,2026-02-07,Push,WeightTraining,WeightTraining,Saturday,0.0,0.0,2446,40m 46s,0,0,0.0,,0.0,False,,,2
17328345673,2026-02-08,Pull,WeightTraining,WeightTraining,Sunday,0.0,0.0,2818,46m 58s,0,0,0.0,,0.0,False,,,2
